paragraph	chapter	sentences
1605	XXIX	Durant; là retentirent les acclamations; là, les Sioux et les Pawnies donnèrent le spectacle d'une petite guerre indienne; là, les feux d'artifice éclatèrent; là, enfin, se publia, au moyen d'une imprimerie portative, le premier numéro du journal _Railway Pioneer_.
1605	XXIX	Ainsi fut célébrée l'inauguration de ce grand chemin de fer, instrument de progrès et de civilisation, jeté à travers le désert et destiné à relier entre elles des villes et des cités qui n'existaient pas encore.
1605	XXIX	Le sifflet de la locomotive, plus puissant que la lyre d'Amphion, allait bientôt les faire surgir du sol américain.
1606	XXIX	À huit heures du matin, le fort Mac-Pherson était laissé en arrière.
1606	XXIX	Trois cent cinquante-sept milles séparent ce point d'Omaha.
1606	XXIX	La voie ferrée suivait, sur sa rive gauche, les capricieuses sinuosités de la branche sud de Platte-river.
1606	XXIX	À neuf heures, on arrivait à l'importante ville de North-Platte, bâtie entre ces deux bras du grand cours d'eau, qui se rejoignent autour d'elle pour ne plus former qu'une seule artère--, affluent considérable dont les eaux se confondent avec celles du Missouri, un peu au-dessus d'Omaha.
1607	XXIX	Le cent-unième méridien était franchi.
1608	XXIX	Mr.
1608	XXIX	Fogg et ses partenaires avaient repris leur jeu.
1608	XXIX	Aucun d'eux ne se plaignait de la longueur de la route--, pas même le mort.
1608	XXIX	Fix avait commencé par gagner quelques guinées, qu'il était en train de reperdre, mais il ne se montrait pas moins passionné que Mr.
1608	XXIX	Fogg.
1608	XXIX	Pendant cette matinée, la chance favorisa singulièrement ce gentleman.
1608	XXIX	Les atouts et les honneurs pleuvaient dans ses mains.
1608	XXIX	À un certain moment, après avoir combiné un coup audacieux, il se préparait à jouer pique, quand, derrière la banquette, une voix se fit entendre, qui disait:
1609	XXIX	«Moi, je jouerais carreau...»
1610	XXIX	Mr.
1610	XXIX	Fogg, Mrs.
1610	XXIX	Aouda, Fix levèrent la tête.
1610	XXIX	Le colonel Proctor était près d'eux.
1611	XXIX	Stamp W.
1611	XXIX	Proctor et Phileas Fogg se reconnurent aussitôt.
1612	XXIX	«Ah!
1612	XXIX	c'est vous, monsieur l'Anglais, s'écria le colonel, c'est vous qui voulez jouer pique!
1613	XXIX	--Et qui le joue, répondit froidement Phileas Fogg, en abattant un dix de cette couleur.
1614	XXIX	--Eh bien, il me plaît que ce soit carreau», répliqua le colonel Proctor d'une voix irritée.
1615	XXIX	Et il fit un geste pour saisir la carte jouée, en ajoutant:
1616	XXIX	«Vous n'entendez rien à ce jeu.
1617	XXIX	--Peut-être serai-je plus habile à un autre, dit Phileas Fogg, qui se leva.
1618	XXIX	--Il ne tient qu'à vous d'en essayer, fils de John Bull!»
1618	XXIX	répliqua le grossier personnage.
1619	XXIX	Mrs.
1619	XXIX	Aouda était devenue pâle.
1619	XXIX	Tout son sang lui refluait au coeur.
1619	XXIX	Elle avait saisi le bras de Phileas Fogg, qui la repoussa doucement.
1619	XXIX	Passepartout était prêt à se jeter sur l'Américain, qui regardait son adversaire de l'air le plus insultant.
1619	XXIX	Mais Fix s'était levé, et, allant au colonel Proctor, il lui dit:
1620	XXIX	«Vous oubliez que c'est moi à qui vous avez affaire, monsieur, moi que vous avez, non seulement injurié, mais frappé!
1621	XXIX	--Monsieur Fix, dit Mr.
1621	XXIX	Fogg, je vous demande pardon, mais ceci me regarde seul.
1621	XXIX	En prétendant que j'avais tort de jouer pique, le colonel m'a fait une nouvelle injure, et il m'en rendra raison.
1622	XXIX	--Quand vous voudrez, et où vous voudrez, répondit l'Américain, et à l'arme qu'il vous plaira!»
1623	XXIX	Mrs.
1623	XXIX	Aouda essaya vainement de retenir Mr.
1623	XXIX	Fogg.
1623	XXIX	L'inspecteur tenta inutilement de reprendre la querelle à son compte.
1623	XXIX	Passepartout voulait jeter le colonel par la portière, mais un signe de son maître l'arrêta.
1623	XXIX	Phileas Fogg quitta le wagon, et l'Américain le suivit sur la passerelle.
1624	XXIX	«Monsieur, dit Mr.
1624	XXIX	Fogg à son adversaire, je suis fort pressé de retourner en Europe, et un retard quelconque préjudicierait beaucoup à mes intérêts.
1625	XXIX	--Eh bien!
1625	XXIX	qu'est-ce que cela me fait?
1625	XXIX	répondit le colonel Proctor.
1626	XXIX	--Monsieur, reprit très poliment Mr.
1626	XXIX	Fogg, après notre rencontre à San Francisco, j'avais formé le projet de venir vous retrouver en Amérique, dès que j'aurais terminé les affaires qui m'appellent sur l'ancien continent.
1627	XXIX	--Vraiment!
1628	XXIX	--Voulez-vous me donner rendez-vous dans six mois?
1629	XXIX	--Pourquoi pas dans six ans?
1630	XXIX	--Je dis six mois, répondit Mr.
1630	XXIX	Fogg, et je serai exact au rendez-vous.
1631	XXIX	--Des défaites, tout cela!
1631	XXIX	s'écria Stamp W.
1631	XXIX	Proctor.
1631	XXIX	Tout de suite ou pas.
1632	XXIX	--Soit, répondit Mr.
1632	XXIX	Fogg.
1632	XXIX	Vous allez à New York?
1633	XXIX	--Non.
1634	XXIX	--À Chicago?
1635	XXIX	--Non.
1636	XXIX	--À Omaha?
1637	XXIX	--Peu vous importe!
1637	XXIX	Connaissez-vous Plum-Creek?
1638	XXIX	--Non, répondit Mr.
1638	XXIX	Fogg.
1639	XXIX	--C'est la station prochaine.
1639	XXIX	Le train y sera dans une heure.
1639	XXIX	Il y stationnera dix minutes.
1639	XXIX	En dix minutes, on peut échanger quelques coups de revolver.
1640	XXIX	--Soit, répondit Mr.
1640	XXIX	Fogg.
1640	XXIX	Je m'arrêterai à Plum-Creek.
1641	XXIX	--Et je crois même que vous y resterez!
1641	XXIX	ajouta l'Américain avec une insolence sans pareille.
1642	XXIX	--Qui sait, monsieur?»
1642	XXIX	répondit Mr.
1642	XXIX	Fogg, et il rentra dans son wagon, aussi froid que d'habitude.
1643	XXIX	Là, le gentleman commença par rassurer Mrs.
1643	XXIX	Aouda, lui disant que les fanfarons n'étaient jamais à craindre.
1643	XXIX	Puis il pria Fix de lui servir de témoin dans la rencontre qui allait avoir lieu.
1643	XXIX	Fix ne pouvait refuser, et Phileas Fogg reprit tranquillement son jeu interrompu, en jouant pique avec un calme parfait.
1644	XXIX	À onze heures, le sifflet de la locomotive annonça l'approche de la station de Plum-Creek.
1644	XXIX	Mr.
1644	XXIX	Fogg se leva, et, suivi de Fix, il se rendit sur la passerelle.
1644	XXIX	Passepartout l'accompagnait, portant une paire de revolvers.
1644	XXIX	Mrs.
1644	XXIX	Aouda était restée dans le wagon, pâle comme une morte.
1645	XXIX	En ce moment, la porte de l'autre wagon s'ouvrit, et le colonel Proctor apparut également sur la passerelle, suivi de son témoin, un Yankee de sa trempe.
1645	XXIX	Mais à l'instant où les deux adversaires allaient descendre sur la voie, le conducteur accourut et leur cria:
1646	XXIX	«On ne descend pas, messieurs.
1647	XXIX	--Et pourquoi?
1647	XXIX	demanda le colonel.
1648	XXIX	--Nous avons vingt minutes de retard, et le train ne s'arrête pas.
1649	XXIX	--Mais je dois me battre avec monsieur.
1650	XXIX	--Je le regrette, répondit l'employé, mais nous repartons immédiatement.
1650	XXIX	Voici la cloche qui sonne!»
1651	XXIX	La cloche sonnait, en effet, et le train se remit en route.
1652	XXIX	«Je suis vraiment désolé, messieurs, dit alors le conducteur.
1652	XXIX	En toute autre circonstance, j'aurai pu vous obliger.
1652	XXIX	Mais, après tout, puisque vous n'avez pas eu le temps de vous battre ici, qui vous empêche de vous battre en route?
1653	XXIX	--Cela ne conviendra peut-être pas à monsieur!
1653	XXIX	dit le colonel Proctor d'un air goguenard.
1654	XXIX	--Cela me convient parfaitement», répondit Phileas Fogg.
1655	XXIX	«Allons, décidément, nous sommes en Amérique!
1655	XXIX	pensa Passepartout, et le conducteur de train est un gentleman du meilleur monde!»
1656	XXIX	Et ce disant il suivit son maître.
1657	XXIX	Les deux adversaires, leurs témoins, précédés du conducteur, se rendirent, en passant d'un wagon à l'autre, à l'arrière du train.
1657	XXIX	Le dernier wagon n'était occupé que par une dizaine de voyageurs.
1657	XXIX	Le conducteur leur demanda s'ils voulaient bien, pour quelques instants, laisser la place libre à deux gentlemen qui avaient une affaire d'honneur à vider.
1658	XXIX	Comment donc!
1658	XXIX	Mais les voyageurs étaient trop heureux de pouvoir être agréables aux deux gentlemen, et ils se retirèrent sur les passerelles.
1659	XXIX	Ce wagon, long d'une cinquantaine de pieds, se prêtait très convenablement à la circonstance.
1659	XXIX	Les deux adversaires pouvaient marcher l'un sur l'autre entre les banquettes et s'arquebuser à leur aise.
1659	XXIX	Jamais duel ne fut plus facile à régler.
1659	XXIX	Mr.
1659	XXIX	Fogg et le colonel Proctor, munis chacun de deux revolvers à six coups, entrèrent dans le wagon.
1659	XXIX	Leurs témoins, restés en dehors, les y enfermèrent.
1659	XXIX	Au premier coup de sifflet de la locomotive, ils devaient commencer le feu...
1659	XXIX	Puis, après un laps de deux minutes, on retirerait du wagon ce qui resterait des deux gentlemen.
1660	XXIX	Rien de plus simple en vérité.
1660	XXIX	C'était même si simple, que Fix et Passepartout sentaient leur coeur battre à se briser.
1661	XXIX	On attendait donc le coup de sifflet convenu, quand soudain des cris sauvages retentirent.
1661	XXIX	Des détonations les accompagnèrent, mais elles ne venaient point du wagon réservé aux duellistes.
1661	XXIX	Ces détonations se prolongeaient, au contraire, jusqu'à l'avant et sur toute la ligne du train.
1661	XXIX	Des cris de frayeur se faisaient entendre à l'intérieur du convoi.
1662	XXIX	Le colonel Proctor et Mr.
1662	XXIX	Fogg, revolver au poing, sortirent aussitôt du wagon et se précipitèrent vers l'avant, où retentissaient plus bruyamment les détonations et les cris.
1663	XXIX	Ils avaient compris que le train était attaqué par une bande de Sioux.
1664	XXIX	Ces hardis Indiens n'en étaient pas à leur coup d'essai, et plus d'une fois déjà ils avaient arrêté les convois.
1664	XXIX	Suivant leur habitude, sans attendre l'arrêt du train, s'élançant sur les marchepieds au nombre d'une centaine, ils avaient escaladé les wagons comme fait un clown d'un cheval au galop.
1665	XXIX	Ces Sioux étaient munis de fusils.
1665	XXIX	De là les détonations auxquelles les voyageurs, presque tous armés, ripostaient par des coups de revolver.
1665	XXIX	Tout d'abord, les Indiens s'étaient précipités sur la machine.
1665	XXIX	Le mécanicien et le chauffeur avaient été à demi assommés à coups de casse-tête.
1665	XXIX	Un chef sioux, voulant arrêter le train, mais ne sachant pas manoeuvrer la manette du régulateur, avait largement ouvert l'introduction de la vapeur au lieu de la fermer, et la locomotive, emportée, courait avec une vitesse effroyable.
1666	XXIX	En même temps, les Sioux avaient envahi les wagons, ils couraient comme des singes en fureur sur les impériales, ils enfonçaient les portières et luttaient corps à corps avec les voyageurs.
1666	XXIX	Hors du wagon de bagages, forcé et pillé, les colis étaient précipités sur la voie.
1666	XXIX	Cris et coups de feu ne discontinuaient pas.
1667	XXIX	Cependant les voyageurs se défendaient avec courage.
1667	XXIX	Certains wagons, barricadés, soutenaient un siège, comme de véritables forts ambulants, emportés avec une rapidité de cent milles à l'heure.
1668	XXIX	Dès le début de l'attaque, Mrs.
1668	XXIX	Aouda s'était courageusement comportée.
1668	XXIX	Le revolver à la main, elle se défendait héroïquement, tirant à travers les vitres brisées, lorsque quelque sauvage se présentait à elle.
1668	XXIX	Une vingtaine de Sioux, frappés à mort, étaient tombés sur la voie, et les roues des wagons écrasaient comme des vers ceux d'entre eux qui glissaient sur les rails du haut des passerelles.
1669	XXIX	Plusieurs voyageurs, grièvement atteints par les balles ou les casse-tête, gisaient sur les banquettes.
1670	XXIX	Cependant il fallait en finir.
1670	XXIX	Cette lutte durait déjà depuis dix minutes, et ne pouvait que se terminer à l'avantage des Sioux, si le train ne s'arrêtait pas.
1670	XXIX	En effet, la station du fort Kearney n'était pas à deux milles de distance.
1670	XXIX	Là se trouvait un poste américain; mais ce poste passé, entre le fort Kearney et la station suivante les Sioux seraient les maîtres du train.
1671	XXIX	Le conducteur se battait aux côtés de Mr.
1671	XXIX	Fogg, quand une balle le renversa.
1671	XXIX	En tombant, cet homme s'écria:
1672	XXIX	«Nous sommes perdus, si le train ne s'arrête pas avant cinq minutes!
1673	XXIX	--Il s'arrêtera!
1673	XXIX	dit Phileas Fogg, qui voulut s'élancer hors du wagon.
1674	XXIX	--Restez, monsieur, lui cria Passepartout.
1674	XXIX	Cela me regarde!»
1675	XXIX	Phileas Fogg n'eut pas le temps d'arrêter ce courageux garçon, qui, ouvrant une portière sans être vu des Indiens, parvint à se glisser sous le wagon.
1675	XXIX	Et alors, tandis que la lutte continuait, pendant que les balles se croisaient au-dessus de sa tête, retrouvant son agilité, sa souplesse de clown, se faufilant sous les wagons, s'accrochant aux chaînes, s'aidant du levier des freins et des longerons des châssis, rampant d'une voiture à l'autre avec une adresse merveilleuse, il gagna ainsi l'avant du train.
1675	XXIX	Il n'avait pas été vu, il n'avait pu l'être.
1676	XXIX	Là, suspendu d'une main entre le wagon des bagages et le tender, de l'autre il décrocha les chaînes de sûreté; mais par suite de la traction opérée, il n'aurait jamais pu parvenir à dévisser la barre d'attelage, si une secousse que la machine éprouva n'eût fait sauter cette barre, et le train, détaché, resta peu à peu en arrière, tandis que la locomotive s'enfuyait avec une nouvelle vitesse.
1677	XXIX	Emporté par la force acquise, le train roula encore pendant quelques minutes, mais les freins furent manoeuvrés à l'intérieur des wagons, et le convoi s'arrêta enfin, à moins de cent pas de la station de Kearney.
1678	XXIX	Là, les soldats du fort, attirés par les coups de feu, accoururent en hâte.
1678	XXIX	Les Sioux ne les avaient pas attendus, et, avant l'arrêt complet du train, toute la bande avait décampé.
1679	XXIX	Mais quand les voyageurs se comptèrent sur le quai de la station, ils reconnurent que plusieurs manquaient à l'appel, et entre autres le courageux Français dont le dévouement venait de les sauver.
1680	XXX	XXX
1681	XXX	DANS LEQUEL PHILEAS FOGG FAIT TOUT SIMPLEMENT SON DEVOIR
1682	XXX	Trois voyageurs, Passepartout compris, avaient disparu.
1682	XXX	Avaient-ils été tués dans la lutte?
1682	XXX	Étaient-ils prisonniers des Sioux?
1682	XXX	On ne pouvait encore le savoir.
1683	XXX	Les blessés étaient assez nombreux, mais on reconnut qu'aucun n'était atteint mortellement.
1683	XXX	Un dès plus grièvement frappé, c'était le colonel Proctor, qui s'était bravement battu, et qu'une balle à l'aine avait renversé.
1683	XXX	Il fut transporté à la gare avec d'autres voyageurs, dont l'état réclamait des soins immédiats.
